,AppNumber,ApplicantType,ApprovedMatching,ApprovedOutright,AwardMatching,AwardOutright,BeginGrant,CouncilDate,Discipline,DisciplineCount,Division,EndGrant,InstCity,InstCountry,InstPostalCode,InstState,Institution,OrganizationType,OriginalAmount,Participant,ParticipantCount,PrimaryDiscipline,Program,ProjectDesc,ProjectTitle,SupplementCount,ToSupport,YearAwarded
202,FB-10163-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'History, General'}",1,Research Programs,1967-09-30T00:00:00,Cleveland,USA,44106-4901,OH,Case Western Reserve University,University,8140.0000,"{'Firstname': 'Frank', 'Lastname': 'Rosengarten', 'Institution': 'Case Western Reserve University', 'City': 'Cleveland', 'State': 'OH', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"History, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
203,FB-10165-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,{'Name': 'U.S. History'},1,Research Programs,1967-09-30T00:00:00,Bowling Green,USA,43403-0001,OH,Bowling Green State University,University,8140.0000,"{'Firstname': 'Jack', 'Lastname': 'Thomas', 'Institution': 'Bowling Green State University', 'City': 'Bowling Green', 'State': 'OH', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,U.S. History,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
204,FB-10171-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,{'Name': 'U.S. History'},1,Research Programs,1967-09-30T00:00:00,Corvallis,USA,97331-8565,OR,Oregon State University,University,8140.0000,"{'Firstname': 'Darold', 'Lastname': 'Wax', 'Institution': 'Oregon State University', 'City': 'Corvallis', 'State': 'OR', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,U.S. History,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
205,FB-10172-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'Social Sciences, General'}",1,Research Programs,1967-09-30T00:00:00,Philadelphia,USA,19122,PA,Temple University,University,8140.0000,"{'Firstname': 'Allan', 'Lastname': 'Cutler', 'Institution': 'Temple University', 'City': 'Philadelphia', 'State': 'PA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"Social Sciences, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
206,FB-10174-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'Social Sciences, General'}",1,Research Programs,1967-09-30T00:00:00,Lewisburg,USA,17837-2010,PA,Bucknell University,Four-Year College,8140.0000,"{'Firstname': 'David', 'Lastname': 'Grimstead', 'Institution': 'Bucknell University', 'City': 'Lewisburg', 'State': 'PA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"Social Sciences, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
207,FB-10178-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,{'Name': 'British Literature'},1,Research Programs,1967-09-30T00:00:00,Swarthmore,USA,19081-1390,PA,Swarthmore College,Four-Year College,8140.0000,"{'Firstname': 'Susan', 'Lastname': 'Snyder', 'Institution': 'Swarthmore College', 'City': 'Swarthmore', 'State': 'PA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,British Literature,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
208,FB-10180-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'History, General'}",1,Research Programs,1967-09-30T00:00:00,Bethlehem,USA,18015-1518,PA,Lehigh University,University,8140.0000,"{'Firstname': 'Charles', 'Lastname': 'Tipton', 'Institution': 'Lehigh University', 'City': 'Bethlehem', 'State': 'PA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"History, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
209,FB-10186-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,{'Name': 'British Literature'},1,Research Programs,1967-09-30T00:00:00,Columbia,USA,29208,SC,University of South Carolina Press,Publishing,8140.0000,"{'Firstname': 'William', 'Lastname': 'Kable', 'Institution': 'University of South Carolina Press', 'City': 'Columbia', 'State': 'SC', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,British Literature,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
210,FB-10188-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,{'Name': 'French Literature'},1,Research Programs,1967-09-30T00:00:00,Knoxville,USA,37996-0001,TN,"University of Tennessee, Knoxville",Publishing,8140.0000,"{'Firstname': 'Philip', 'Lastname': 'Kennedy', 'Institution': 'University of Tennessee, Knoxville', 'City': 'Knoxville', 'State': 'TN', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,French Literature,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
211,FB-10190-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,{'Name': 'Art History and Criticism'},1,Research Programs,1967-09-30T00:00:00,Nashville,USA,37240-0001,TN,Vanderbilt University,Four-Year College,8140.0000,"{'Firstname': 'Ljubica', 'Lastname': 'Popovich', 'Institution': 'Vanderbilt University', 'City': 'Nashville', 'State': 'TN', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,Art History and Criticism,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
212,FB-10210-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,{'Name': 'Art History and Criticism'},1,Research Programs,1967-09-30T00:00:00,Chapel Hill,USA,27599-0001,NC,"University of North Carolina, Chapel Hill",Center For Advanced Study/Research Institute,8140.0000,"{'Firstname': 'John', 'Lastname': 'Schnorrenberg', 'Institution': 'University of North Carolina, Chapel Hill', 'City': 'Chapel Hill', 'State': 'NC', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,Art History and Criticism,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
213,FB-10212-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,{'Name': 'Classics'},1,Research Programs,1967-09-30T00:00:00,Middlebury,USA,05753,VT,Middlebury College,Four-Year College,8140.0000,"{'Firstname': 'Ursule', 'Lastname': 'Heibges', 'Institution': 'Middlebury College', 'City': 'Middlebury', 'State': 'VT', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,Classics,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
214,FB-10214-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'History, General'}",1,Research Programs,1967-09-30T00:00:00,Chestnut Hill,USA,02467-3858,MA,Boston College,Four-Year College,8140.0000,"{'Firstname': 'John', 'Lastname': 'Heineman', 'Institution': 'Boston College', 'City': 'Chestnut Hill', 'State': 'MA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"History, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
215,FB-10221-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,"{'Name': 'History, General'}",1,Research Programs,1969-12-31T00:00:00,New York,USA,10027,NY,Columbia University,University,8387.0000,"{'Firstname': 'Jeffry', 'Lastname': 'Kaplow', 'Institution': 'Columbia University', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,"History, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
216,FB-10223-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,{'Name': 'English'},1,Research Programs,1969-12-31T00:00:00,Hempstead,USA,11550,NY,Hofstra University,University,8387.0000,"{'Firstname': 'Robert', 'Lastname': 'Keane', 'Institution': 'Hofstra University', 'City': 'Hempstead', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,English,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
217,FB-10225-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,"{'Name': 'History, General'}",1,Research Programs,1969-12-31T00:00:00,Fredonia,USA,14063-1127,NY,"SUNY Research Foundation, College at Fredonia",Four-Year College,8387.0000,"{'Firstname': 'Maxim', 'Lastname': 'Mikulak', 'Institution': 'SUNY Research Foundation, College at Fredonia', 'City': 'Fredonia', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,"History, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
218,FB-10227-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,{'Name': 'Art History and Criticism'},1,Research Programs,1969-12-31T00:00:00,New York,USA,10012-1019,NY,New York University,Publishing,8387.0000,"{'Firstname': 'Kathleen', 'Lastname': 'Posner', 'Institution': 'New York University', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,Art History and Criticism,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
219,FB-10231-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,{'Name': 'French Language'},1,Research Programs,1969-12-31T00:00:00,Greensboro,USA,27412-5068,NC,"University of North Carolina, Greensboro",University,8387.0000,"{'Firstname': 'James', 'Lastname': 'Atkins', 'Institution': 'University of North Carolina, Greensboro', 'City': 'Greensboro', 'State': 'NC', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,French Language,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
220,FB-10233-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,{'Name': 'History of Religion'},1,Research Programs,1969-12-31T00:00:00,Davidson,USA,28036,NC,Davidson College,Four-Year College,8387.0000,"{'Firstname': 'Alexander', 'Lastname': 'McKelway', 'Institution': 'Davidson College', 'City': 'Davidson', 'State': 'NC', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,History of Religion,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
221,FB-10243-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,{'Name': 'Comparative Literature'},1,Research Programs,1969-12-31T00:00:00,{},USA,{},{},{},Individual,8387.0000,,0,Comparative Literature,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
222,FB-10245-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,{'Name': 'English'},1,Research Programs,1969-12-31T00:00:00,Gettysburg,USA,17325-1483,PA,Gettysburg College,Four-Year College,8387.0000,"{'Firstname': 'Edward', 'Lastname': 'Baskerville', 'Institution': 'Gettysburg College', 'City': 'Gettysburg', 'State': 'PA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,English,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
223,FB-10247-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,"{'Name': 'Philosophy, General'}",1,Research Programs,1969-12-31T00:00:00,Boston,USA,02215-1300,MA,Boston University,University,8387.0000,"{'Firstname': 'Francis', 'Lastname': 'Coleman', 'Institution': 'Boston University', 'City': 'Boston', 'State': 'MA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,"Philosophy, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
224,FB-10255-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,{'Name': 'Jurisprudence'},1,Research Programs,1969-12-31T00:00:00,Tempe,USA,85281-0001,AZ,Arizona State University,University,8387.0000,"{'Firstname': 'Joyotpaul', 'Lastname': 'Chaudhuri', 'Institution': 'Arizona State University', 'City': 'Tempe', 'State': 'AZ', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,Jurisprudence,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
225,FB-10259-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,"{'Name': 'Philosophy, General'}",1,Research Programs,1969-12-31T00:00:00,Salt Lake City,USA,84112-9055,UT,University of Utah,Four-Year College,8387.0000,"{'Firstname': 'Thomas', 'Lastname': 'Reed', 'Institution': 'University of Utah', 'City': 'Salt Lake City', 'State': 'UT', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,"Philosophy, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
226,FB-10263-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,"[{'Name': 'Archaeology'}, {'Name': 'Classics'}]",2,Research Programs,1969-12-31T00:00:00,Roanoke,USA,24020-1707,VA,Hollins University,Four-Year College,8387.0000,"{'Firstname': 'Laura', 'Lastname': 'Laidlaw', 'Institution': 'Hollins University', 'City': 'Roanoke', 'State': 'VA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,Archaeology,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
227,FB-10267-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,"{'Name': 'History, General'}",1,Research Programs,1969-12-31T00:00:00,Lynchburg,USA,24503-1555,VA,Randolph-Macon Woman's College,Four-Year College,8387.0000,"{'Firstname': 'John', 'Lastname': 'Payne', 'Institution': ""Randolph-Macon Woman's College"", 'City': 'Lynchburg', 'State': 'VA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,"History, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
228,FB-10271-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,"{'Name': 'History, General'}",1,Research Programs,1969-12-31T00:00:00,Laramie,USA,82071,WY,University of Wyoming,Four-Year College,8387.0000,"{'Firstname': 'John', 'Lastname': 'Gruenfelder', 'Institution': 'University of Wyoming', 'City': 'Laramie', 'State': 'WY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,"History, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
229,FB-11454-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,{'Name': 'U.S. History'},1,Research Programs,1969-12-31T00:00:00,Houston,USA,77005-1892,TX,Rice University,University,8387.0000,"{'Firstname': 'Charles', 'Lastname': 'New', 'Institution': 'Rice University', 'City': 'Houston', 'State': 'TX', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,U.S. History,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
230,FB-11455-68,I,0.0000,8387.0000,0.0000,8387.0000,1969-01-01T00:00:00,1967-11-01,{'Name': 'Comparative Literature'},1,Research Programs,1969-12-31T00:00:00,Seattle,USA,98105-6613,WA,University of Washington,Publishing,8387.0000,"{'Firstname': 'Frank', 'Lastname': 'Kearful', 'Institution': 'University of Washington', 'City': 'Seattle', 'State': 'WA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-01-01T00:00:00'}",1,Comparative Literature,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1968
231,FB-11456-69,I,0.0000,8868.0000,0.0000,8868.0000,1969-06-01T00:00:00,1969-02-17,"{'Name': 'History, General'}",1,Research Programs,1969-09-30T00:00:00,Chicago,USA,60605-1394,IL,Roosevelt University,Four-Year College,8868.0000,"{'Firstname': 'William', 'Lastname': 'Wolfe', 'Institution': 'Roosevelt University', 'City': 'Chicago', 'State': 'IL', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1969-06-01T00:00:00'}",1,"History, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1969
232,FB-20251-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'Philosophy, General'}",1,Research Programs,1967-09-30T00:00:00,Atlanta,USA,30322-1018,GA,Emory University,University,8140.0000,"{'Firstname': 'Eva', 'Lastname': 'Harlan', 'Institution': 'Emory University', 'City': 'Atlanta', 'State': 'GA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"Philosophy, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
233,FB-20253-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,{'Name': 'Spanish Literature'},1,Research Programs,1967-09-30T00:00:00,Fayetteville,USA,72701,AR,"University of Arkansas, Fayetteville",University,8140.0000,"{'Firstname': 'Barbara', 'Lastname': 'Jarvis', 'Institution': 'University of Arkansas, Fayetteville', 'City': 'Fayetteville', 'State': 'AR', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,Spanish Literature,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
234,FB-20255-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'History, General'}",1,Research Programs,1967-09-30T00:00:00,Stockton,USA,95211-0110,CA,University of the Pacific,University,8140.0000,"{'Firstname': 'George', 'Lastname': 'Blum', 'Institution': 'University of the Pacific', 'City': 'Stockton', 'State': 'CA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"History, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
235,FB-20261-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'History, General'}",1,Research Programs,1967-09-30T00:00:00,Riverside,USA,92521-0001,CA,"University of California, Riverside",University,8140.0000,"{'Firstname': 'Richard', 'Lastname': 'Davis', 'Institution': 'University of California, Riverside', 'City': 'Riverside', 'State': 'CA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"History, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
236,FB-20265-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-30T00:00:00,1967-01-12,"{'Name': 'History, General'}",1,Research Programs,1967-09-30T00:00:00,Santa Barbara,USA,93106-0001,CA,"University of California, Santa Barbara",University,8140.0000,"{'Firstname': 'John', 'Lastname': 'New', 'Institution': 'University of California, Santa Barbara', 'City': 'Santa Barbara', 'State': 'CA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-30T00:00:00'}",1,"History, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
237,FB-20271-67,I,0.0000,8140.0000,0.0000,8140.0000,9999-09-01T00:00:00,1967-01-12,{'Name': 'British Literature'},1,Research Programs,9999-09-30T00:00:00,Storrs,USA,06269-9000,CT,University of Connecticut,University,8140.0000,"{'Firstname': 'Jack', 'Lastname': 'Davis', 'Institution': 'University of Connecticut', 'City': 'Storrs', 'State': 'CT', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '9999-09-01T00:00:00'}",1,British Literature,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
238,FB-20279-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'Philosophy, General'}",1,Research Programs,1967-09-30T00:00:00,Tallahassee,USA,32306-0001,FL,Florida State University,University,8140.0000,"{'Firstname': 'Charles', 'Lastname': 'Crittenden', 'Institution': 'Florida State University', 'City': 'Tallahassee', 'State': 'FL', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"Philosophy, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
239,FB-20281-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'Social Sciences, General'}",1,Research Programs,1967-09-30T00:00:00,Gainesville,USA,32611-0001,FL,University of Florida,Center For Advanced Study/Research Institute,8140.0000,"{'Firstname': 'Kenneth', 'Lastname': 'Megill', 'Institution': 'University of Florida', 'City': 'Gainesville', 'State': 'FL', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"Social Sciences, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
240,FB-20283-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,{'Name': 'Classics'},1,Research Programs,1967-09-30T00:00:00,Athens,USA,30602-0001,GA,University of Georgia,University,8140.0000,"{'Firstname': 'William', 'Lastname': 'Boggess', 'Institution': 'University of Georgia', 'City': 'Athens', 'State': 'GA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,Classics,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
241,FB-20285-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,{'Name': 'French Literature'},1,Research Programs,1967-09-30T00:00:00,Athens,USA,30602-0001,GA,University of Georgia,University,8140.0000,"{'Firstname': 'James', 'Lastname': 'Davis', 'Institution': 'University of Georgia', 'City': 'Athens', 'State': 'GA', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,French Literature,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
242,FB-20289-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'History, General'}",1,Research Programs,1967-09-30T00:00:00,Honolulu,USA,96822-2399,HI,"University of Hawaii, Honolulu",University,8140.0000,"{'Firstname': 'Allan', 'Lastname': 'Daws', 'Institution': 'University of Hawaii, Honolulu', 'City': 'Honolulu', 'State': 'HI', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"History, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
243,FB-20293-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'History, General'}",1,Research Programs,1967-09-30T00:00:00,River Forest,USA,60305-1499,IL,"Concordia University, River Forest",Four-Year College,8140.0000,"{'Firstname': 'Rudolph', 'Lastname': 'Heinze', 'Institution': 'Concordia University, River Forest', 'City': 'River Forest', 'State': 'IL', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"History, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
244,FB-20295-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'History, General'}",1,Research Programs,1967-09-30T00:00:00,Chicago,USA,60607,IL,University of Illinois at Chicago,University,8140.0000,"{'Firstname': 'Peter', 'Lastname': 'McKeon', 'Institution': 'University of Illinois at Chicago', 'City': 'Chicago', 'State': 'IL', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"History, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
245,FB-20297-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,{'Name': 'British Literature'},1,Research Programs,1967-09-30T00:00:00,Chicago,USA,60616-3732,IL,Illinois Institute of Technology,University,8140.0000,"{'Firstname': 'Douglas', 'Lastname': 'White', 'Institution': 'Illinois Institute of Technology', 'City': 'Chicago', 'State': 'IL', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,British Literature,Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
246,FB-20299-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'Philosophy, General'}",1,Research Programs,1967-09-30T00:00:00,Notre Dame,USA,46556-4635,IN,University of Notre Dame,University,8140.0000,"{'Firstname': 'John', 'Lastname': 'Canty', 'Institution': 'University of Notre Dame', 'City': 'Notre Dame', 'State': 'IN', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"Philosophy, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
247,FB-20301-67,I,0.0000,8140.0000,0.0000,8140.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'Philosophy, General'}",1,Research Programs,1967-09-30T00:00:00,Greencastle,USA,46135-1736,IN,DePauw University,Four-Year College,8140.0000,"{'Firstname': 'Robert', 'Lastname': 'King', 'Institution': 'DePauw University', 'City': 'Greencastle', 'State': 'IN', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"Philosophy, General",Fellowships for College Teachers and Independent Scholars,{},Title not available,0,{},1967
248,FT-10002-67,I,0.0000,2000.0000,0.0000,2000.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'History, General'}",1,Research Programs,1967-09-30T00:00:00,Birmingham,USA,35254-0002,AL,Birmingham Southern College,Four-Year College,2000.0000,"{'Firstname': 'James', 'Lastname': 'Miller', 'Institution': 'Birmingham Southern College', 'City': 'Birmingham', 'State': 'AL', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"History, General",Summer Stipends,{},Title not available,0,{},1967
249,FT-10006-67,I,0.0000,2000.0000,0.0000,2000.0000,1966-10-01T00:00:00,1967-01-12,"{'Name': 'Social Sciences, General'}",1,Research Programs,1967-09-30T00:00:00,Anchorage,USA,99508-4614,AK,"University of Alaska, Anchorage",Two-year College,2000.0000,"{'Firstname': 'Edward', 'Lastname': 'Hosley', 'Institution': 'University of Alaska, Anchorage', 'City': 'Anchorage', 'State': 'AK', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '1966-10-01T00:00:00'}",1,"Social Sciences, General",Summer Stipends,{},Title not available,0,{},1967
